Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Pattern 17,Pattern 18,Pattern 19,Pattern 20,Pattern 21,Pattern 22,Pattern 23,Pattern 24,Pattern 25,Pattern 26,Pattern 27,Pattern 28,Pattern 29,Pattern 30,Pattern 31,Pattern 32,Pattern 33,Pattern 34,Pattern 35,Pattern 36,Pattern 37,Pattern 38,Pattern 39,Pattern 40,Pattern 41,Pattern 42,Pattern 43,Pattern 44,Pattern 45,Pattern 46,Pattern 47,Pattern 48,Pattern 49,Pattern 50,Pattern 51,Pattern 52,Pattern 53,Pattern 54,Pattern 55,Pattern 56,Pattern 57,Pattern 58,Pattern 59,Pattern 60,Pattern 61,Pattern 62,Pattern 63,Pattern 64,Pattern 65,Pattern 66,Pattern 67,Pattern 68,Pattern 69,Pattern 70,Pattern 71,Pattern 72,Pattern 73,Pattern 74,Pattern 75,Pattern 76,Pattern 77,Pattern 78,Pattern 79,Pattern 80,Pattern 81,Pattern 82,Pattern 83,Pattern 84,Pattern 85,Pattern 86,Pattern 87,Pattern 88,Pattern 89,Pattern 90,Pattern 91,Pattern 92,Pattern 93,Pattern 94,Pattern 95,Pattern 96,Pattern 97,Pattern 98,Pattern 99,Pattern 100,Pattern 101,Pattern 102,Pattern 103,Pattern 104,Pattern 105,Pattern 106,Pattern 107,Pattern 108,Pattern 109,Pattern 110,Pattern 111,Pattern 112,Pattern 113,Pattern 114,Pattern 115,Pattern 116,Pattern 117,Pattern 118,Pattern 119,Pattern 120,Pattern 121,Pattern 122,Pattern 123,Pattern 124,Pattern 125,Pattern 126,Pattern 127,Pattern 128,Pattern 129,Pattern 130,Pattern 131,Pattern 132,Pattern 133,Pattern 134,Pattern 135,Pattern 136,Pattern 137,Pattern 138,Pattern 139,Pattern 140,Pattern 141,Pattern 142,Pattern 143,Pattern 144,Pattern 145,Pattern 146,Pattern 147,Pattern 148,Pattern 149,Pattern 150,Pattern 151,Pattern 152,Pattern 153,Pattern 154,Pattern 155,Pattern 156,Pattern 157,Pattern 158,Pattern 159,Pattern 160,Pattern 161,Pattern 162,Pattern 163,Pattern 164,Pattern 165,Pattern 166,Pattern 167,Pattern 168,Pattern 169,Pattern 170,Pattern 171,Pattern 172,Pattern 173,Pattern 174,Pattern 175,Pattern 176,Pattern 177,Pattern 178,Pattern 179,Pattern 180,Pattern 181,Pattern 182,Pattern 183,Pattern 184,Pattern 185,Pattern 186,Pattern 187,Pattern 188,Pattern 189,Pattern 190,Pattern 191,Pattern 192,Pattern 193,Pattern 194,Pattern 195,Pattern 196,Pattern 197,Pattern 198,Pattern 199,Pattern 200,Pattern 201,Pattern 202,Pattern 203,Pattern 204,Pattern 205,Pattern 206,Pattern 207,Pattern 208,Pattern 209,Pattern 210,Pattern 211,Pattern 212,Pattern 213,Pattern 214,Pattern 215,Pattern 216,Pattern 217,Pattern 218,Pattern 219,Pattern 220,Pattern 221,Pattern 222,Pattern 223,Pattern 224,Pattern 225,Pattern 226,Pattern 227,Pattern 228,Pattern 229,Pattern 230,Pattern 231,Pattern 232,Pattern 233,Pattern 234,Pattern 235,Pattern 236,Pattern 237,Pattern 238,Pattern 239,Pattern 240,Pattern 241,Pattern 242,Pattern 243,Pattern 244,Pattern 245,Pattern 246,Pattern 247,Pattern 248,Pattern 249,Pattern 250,Pattern 251,Pattern 252,Pattern 253,Pattern 254,Pattern 255,Pattern 256,Faces_Async
53,16,18,11,21,8,5,3,18,3,9,5,5,8,3,2,18,10,4,3,2,2,1,4,1,3,2,2,2,2,1,1,20,6,5,5,1,2,1,3,5,0,2,3,2,0,3,0,10,1,7,3,1,2,0,2,0,2,1,0,1,0,2,1,17,3,3,1,11,5,0,2,5,2,0,2,5,1,0,4,6,5,0,2,3,3,0,2,2,1,3,0,0,2,1,2,6,2,2,0,0,1,2,1,1,0,0,1,1,0,2,1,3,0,0,2,3,2,0,3,2,3,1,0,0,0,2,6,15,2,5,0,8,0,2,2,9,2,4,0,3,2,2,1,5,3,1,2,0,0,1,1,2,2,0,1,1,3,1,4,11,3,4,0,0,1,0,1,3,2,2,1,1,1,3,3,3,3,4,0,1,2,2,1,1,1,1,0,0,0,1,0,4,2,0,0,6,0,1,0,5,3,2,0,5,1,2,0,6,1,2,0,2,0,2,0,0,1,2,2,2,0,2,1,5,0,0,2,0,3,2,1,2,1,2,0,3,0,1,4,6,1,3,2,2,1,1,1,1,1,5,3,0,3,0,2,1173
31,16,9,9,10,9,2,5,11,2,12,4,5,3,5,5,12,7,3,7,5,6,2,1,0,1,0,0,1,1,1,1,13,4,7,5,1,1,0,1,5,3,3,0,0,1,3,2,11,4,5,4,0,0,0,0,0,0,2,1,0,1,4,6,13,4,0,1,8,3,0,1,3,2,0,2,9,1,0,1,6,3,3,1,4,7,2,2,0,2,0,2,1,2,3,2,1,0,0,0,1,1,2,2,1,1,0,4,1,3,0,1,5,0,2,2,3,2,0,3,3,2,3,3,1,3,0,5,11,0,4,1,6,0,2,3,8,1,4,0,6,0,1,0,1,0,0,2,0,1,3,1,2,0,2,2,2,3,1,0,6,1,7,1,0,2,1,3,4,0,9,1,0,0,2,3,5,1,2,0,0,3,1,3,1,1,1,3,2,2,3,8,10,0,1,2,5,0,0,2,6,2,0,1,5,0,4,2,3,2,2,0,2,2,2,4,1,1,1,2,1,3,3,6,4,3,2,1,2,2,0,0,1,2,1,4,2,5,2,5,6,3,2,2,1,1,1,6,1,0,2,7,4,7,4,12,1368
22,11,9,14,11,4,5,4,13,1,7,5,11,6,5,5,9,10,2,4,5,3,1,0,0,1,1,0,0,3,1,3,14,1,11,4,1,0,0,0,3,0,4,1,0,2,0,3,8,4,6,12,1,2,2,2,0,1,3,3,2,2,1,2,13,1,0,1,9,7,0,2,1,1,0,1,6,1,2,4,9,7,0,1,3,7,0,1,0,0,1,0,1,2,1,4,3,1,0,3,0,2,0,2,1,0,1,2,1,3,2,1,1,0,0,1,1,1,2,4,2,4,3,0,0,2,0,9,8,0,1,0,2,1,0,2,12,2,6,1,5,1,1,2,0,2,0,3,1,1,0,0,0,1,1,4,1,1,0,4,9,0,7,1,0,1,2,2,2,2,3,1,1,0,3,7,6,1,2,0,2,1,3,2,1,2,1,1,1,6,2,3,6,0,2,0,5,1,1,0,5,1,2,2,12,3,2,3,8,1,3,2,2,1,1,6,1,1,3,4,1,0,2,3,3,2,0,1,1,1,2,0,1,1,1,4,0,4,4,6,14,2,1,4,5,4,3,3,2,1,4,5,3,3,5,8,1390
30,8,11,9,6,9,3,6,9,3,6,7,7,5,7,10,10,7,1,4,2,7,1,1,0,0,0,0,1,0,2,0,9,1,8,6,0,0,2,1,2,1,6,1,0,0,0,2,11,4,5,10,1,0,0,1,0,1,1,2,1,2,3,3,10,2,1,2,9,5,0,1,2,1,0,0,2,0,0,1,9,6,0,0,8,11,1,2,1,1,2,1,2,1,3,1,2,2,0,0,0,0,1,1,0,0,1,4,2,1,0,4,5,1,0,1,2,2,2,1,0,0,2,2,2,4,1,8,12,0,2,0,1,1,0,0,5,0,7,2,4,0,0,2,2,1,0,0,0,2,0,1,1,2,1,3,0,1,0,1,10,0,6,1,0,1,0,0,7,2,9,2,1,1,4,2,3,0,0,3,2,2,0,2,1,0,4,2,0,5,3,12,7,2,0,0,3,1,1,0,6,1,1,0,21,2,0,3,5,0,2,3,0,2,3,6,0,1,0,2,0,4,1,7,4,1,1,3,1,0,3,3,1,0,3,0,1,2,4,6,7,1,2,3,1,6,1,7,1,2,3,11,4,8,5,22,1413
10,8,8,10,8,5,1,6,6,1,4,5,5,6,6,19,10,8,3,5,5,7,0,0,0,0,0,1,0,0,0,1,6,5,11,4,0,0,0,0,0,0,6,2,0,2,0,1,8,4,5,7,0,0,1,2,0,3,1,2,1,2,2,4,6,4,0,1,6,6,2,1,1,0,0,0,8,0,2,0,9,6,0,0,5,7,1,3,0,1,1,1,0,1,3,2,2,0,0,0,0,1,1,2,0,2,1,3,2,2,3,7,5,2,1,1,1,3,3,4,2,3,2,2,0,1,5,8,5,0,2,1,2,0,0,0,12,0,4,0,5,2,1,1,3,0,0,1,0,1,2,2,0,1,0,4,2,2,1,5,8,0,4,0,0,0,1,1,5,1,19,4,0,1,0,1,5,1,0,0,1,2,1,7,0,3,2,2,1,4,3,10,7,0,0,0,7,1,1,2,6,1,0,2,18,1,0,1,2,0,0,3,0,3,3,4,1,1,2,5,0,8,3,7,5,1,1,4,0,2,4,3,1,1,1,2,1,2,5,5,17,1,2,5,2,2,5,6,1,6,2,7,4,8,4,11,1505
190,27,35,7,29,10,6,1,30,9,11,0,5,1,3,0,32,9,3,2,10,1,0,0,4,1,0,1,0,0,0,0,33,4,10,1,2,2,3,0,6,2,1,0,0,1,0,0,6,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,38,6,1,1,9,2,1,0,5,1,0,0,1,2,1,0,10,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,2,3,2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,6,1,4,1,1,0,11,0,2,0,3,1,0,0,3,2,1,1,2,0,1,0,4,0,0,1,0,0,0,0,8,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648
2,2,4,7,2,7,0,2,3,1,4,3,6,2,4,35,3,6,0,4,0,5,0,0,0,0,0,0,0,0,0,0,2,0,7,4,0,0,0,0,0,0,4,0,0,0,0,0,5,5,4,31,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,8,2,0,0,0,0,0,0,1,0,0,0,7,3,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,20,2,0,1,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,2,0,38,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,15,5,0,0,0,1,0,0,0,1,0,0,1,45,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,13,1,0,0,0,0,0,0,2,0,0,0,1,0,5,0,12,45,0,0,2,0,0,0,14,0,1,0,14,2,12,13,192,1695
154,29,28,19,27,5,4,2,32,7,4,0,10,1,2,0,31,10,4,2,7,1,1,0,1,1,1,1,7,1,1,0,25,8,7,2,8,0,2,0,10,3,2,0,0,0,1,1,13,3,3,2,0,0,1,0,4,1,0,0,2,0,0,1,29,6,8,3,10,2,2,0,6,0,2,0,3,0,0,0,5,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,7,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,2,7,0,11,1,2,1,13,2,1,0,2,0,0,0,8,2,2,0,2,1,0,0,1,1,0,0,0,1,0,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,2,3,0,0,0,2,1,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736
21,10,9,8,12,12,6,2,15,5,13,5,7,4,5,9,11,13,3,8,2,6,0,2,1,1,0,1,0,0,1,1,11,2,11,7,0,1,1,1,2,0,6,3,2,1,0,1,8,8,8,5,1,2,2,2,0,1,0,1,2,6,2,2,16,3,0,4,8,7,3,3,1,0,0,0,4,0,1,0,12,5,0,3,7,5,1,0,1,1,1,1,3,3,1,0,7,0,0,0,3,0,3,4,2,0,0,2,0,1,5,2,2,0,5,0,1,0,1,3,2,1,2,2,2,2,1,2,15,1,4,0,1,0,0,1,9,3,6,1,6,3,2,2,3,2,1,0,1,0,0,1,2,0,0,2,4,2,1,2,9,2,5,2,0,0,2,0,6,1,8,2,2,1,0,1,7,0,0,5,2,2,2,0,2,1,0,5,0,2,4,1,9,1,0,1,8,1,3,2,7,1,1,3,4,1,1,2,4,1,1,4,2,4,1,0,2,2,2,1,2,4,3,1,4,0,2,3,1,1,2,2,2,0,2,1,5,2,1,2,4,2,0,0,1,3,2,3,0,4,0,3,2,2,2,2,1307
429,28,31,1,30,4,0,0,26,4,6,0,1,1,0,0,25,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,30,2,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,4,0,2,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,2,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
82,18,18,13,19,12,4,3,21,7,8,3,10,1,6,1,17,14,3,3,2,4,2,1,3,1,3,1,4,0,0,0,18,3,13,3,3,4,2,1,4,1,3,1,2,0,0,0,9,3,4,2,3,3,1,1,2,0,1,1,1,2,2,1,16,0,3,1,10,3,5,1,6,2,1,2,1,3,3,1,12,5,4,2,3,3,4,1,1,1,2,2,0,1,1,0,9,0,1,0,1,3,3,1,2,0,3,1,1,0,3,1,1,0,2,0,1,0,4,0,2,0,0,0,0,1,1,0,21,4,2,2,6,5,1,1,10,5,3,1,3,0,2,1,5,3,1,4,0,2,1,0,3,2,2,1,0,2,1,1,9,3,3,3,3,1,0,2,4,1,1,0,0,2,1,0,4,0,1,2,0,0,0,0,1,1,2,0,1,1,0,0,10,2,1,0,3,0,0,0,3,3,3,0,2,0,0,0,4,0,0,1,1,1,0,0,0,4,0,0,1,0,1,0,3,3,1,0,3,1,2,0,4,0,1,0,1,0,0,2,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1038
12,11,11,11,7,5,3,8,8,3,5,6,9,5,6,8,11,9,4,3,1,7,1,1,0,1,1,1,0,1,2,1,8,5,12,3,0,0,3,0,3,0,7,3,0,1,1,1,5,6,3,9,0,1,1,0,0,3,1,2,2,2,0,3,8,2,0,0,10,4,0,2,2,0,1,0,4,1,2,1,11,3,1,0,4,14,1,2,1,3,0,1,3,1,0,1,5,1,0,0,0,1,0,2,1,0,1,2,1,3,4,0,6,0,1,4,0,3,1,9,0,1,3,8,1,0,3,5,11,1,4,0,1,0,0,0,10,0,6,0,7,1,0,1,5,0,1,0,1,1,1,4,1,0,1,3,0,3,2,4,8,0,3,2,0,3,2,1,9,2,2,1,0,1,3,1,4,2,2,2,1,2,0,5,0,6,2,1,2,3,4,6,5,1,0,0,9,0,1,0,6,1,1,1,14,3,4,4,1,1,1,0,0,1,1,2,0,4,1,5,3,4,6,2,6,0,2,1,1,2,1,6,0,1,0,5,3,2,3,10,12,2,2,3,2,2,5,3,1,2,6,3,1,1,3,11,1439
149,27,27,11,26,7,2,4,27,3,12,3,7,4,0,1,26,12,2,4,4,2,1,1,2,1,1,0,4,1,4,1,26,3,5,4,1,2,3,2,6,1,2,2,1,1,0,1,13,1,5,1,1,1,1,0,3,2,0,0,1,0,0,0,23,6,3,1,10,1,4,0,4,0,1,2,5,1,0,0,5,2,1,1,5,0,0,0,1,0,1,0,0,0,0,0,6,2,3,2,0,0,1,0,1,2,0,1,1,1,1,0,3,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,30,1,5,1,4,1,5,1,8,1,0,0,4,1,2,0,2,3,0,1,1,0,1,0,3,0,0,1,2,1,0,0,5,3,1,2,0,1,2,0,2,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,10,3,3,1,5,1,0,1,4,1,1,0,0,0,0,0,2,0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,812
94,29,27,12,24,5,2,4,21,4,9,3,14,2,1,1,24,12,4,3,10,2,4,1,3,1,1,0,4,1,0,0,23,3,7,3,6,1,1,0,9,4,4,0,5,2,3,0,6,3,4,1,2,0,1,2,3,0,4,1,1,2,0,0,25,5,7,3,9,4,0,3,6,5,1,0,2,2,0,0,10,4,1,1,3,0,1,0,2,1,2,1,0,1,0,0,5,3,0,0,2,3,2,0,1,0,1,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,1,0,2,0,0,0,26,1,11,3,6,2,0,0,6,1,4,3,2,0,1,0,5,2,2,0,3,3,2,0,2,0,0,0,0,0,0,1,11,4,2,1,1,2,2,0,5,2,1,0,1,0,0,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,12,2,1,2,2,2,1,1,4,1,2,1,2,0,0,0,1,0,2,0,1,1,0,0,2,0,2,0,0,0,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,925
0,3,1,7,4,5,0,1,3,0,7,0,5,2,1,45,3,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,1,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,8,2,0,0,1,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,8,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,0,43,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,0,0,0,2,0,0,0,2,0,0,0,39,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,35,0,0,1,0,2,0,12,0,0,1,10,1,12,11,242,1706
339,35,31,3,32,5,4,2,31,4,8,0,5,1,0,0,35,6,2,1,3,1,0,0,1,0,0,0,0,0,0,0,32,0,6,0,4,0,1,0,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,33,6,0,0,4,0,1,0,2,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,4,1,0,0,0,0,7,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
165,33,27,8,33,9,7,1,29,4,12,1,4,3,2,1,30,5,7,4,3,2,1,0,5,1,2,1,1,0,1,0,27,6,8,2,3,0,1,1,8,2,1,1,1,2,0,0,8,2,2,0,4,1,0,0,1,0,0,0,1,0,1,0,34,2,4,2,2,4,1,0,10,0,1,2,3,1,0,0,12,1,1,1,1,0,0,1,3,1,0,0,1,1,1,0,4,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29,1,7,1,11,4,1,1,5,3,2,0,0,0,2,0,4,0,0,1,1,1,1,0,1,0,2,0,1,0,0,0,11,3,3,0,2,1,0,0,0,0,2,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,0,1,0,2,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729
26,15,9,6,15,4,3,10,11,3,12,4,5,9,4,6,10,9,2,7,2,5,0,0,0,1,0,1,2,1,0,3,7,3,12,4,1,1,0,3,6,3,2,2,1,1,0,2,12,4,3,8,0,0,1,0,2,0,1,1,0,0,2,0,16,2,2,1,8,6,1,2,4,1,1,0,3,0,2,0,7,3,0,0,6,7,1,3,0,2,1,4,0,3,4,5,3,1,0,0,0,1,0,1,1,1,0,0,1,2,3,3,7,1,1,1,1,7,2,1,1,1,1,3,0,5,3,3,9,0,5,0,3,1,0,1,11,0,6,0,6,1,1,1,7,0,0,0,2,1,0,2,0,1,1,2,2,1,4,1,10,0,6,1,2,0,3,1,3,2,6,4,0,3,1,3,3,2,1,0,2,0,0,4,1,1,6,0,3,2,5,6,11,0,0,0,5,1,3,1,2,1,0,1,2,1,0,3,5,2,0,0,0,7,1,2,0,1,3,4,2,3,4,3,6,0,4,3,0,1,2,3,2,2,2,2,1,1,3,8,3,1,3,3,2,4,0,4,1,4,3,8,3,4,4,7,1366
495,24,25,2,26,0,2,0,27,3,0,0,2,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
40,19,17,8,12,9,6,3,15,3,10,8,11,5,3,2,15,7,6,4,5,7,0,1,2,0,0,1,1,0,4,2,13,5,7,3,2,1,3,3,7,2,7,2,0,1,1,0,10,5,1,4,3,2,2,0,1,2,1,1,1,2,1,1,15,2,4,1,9,7,2,0,6,1,1,1,3,2,3,0,12,9,0,2,4,5,2,2,1,1,3,1,1,1,1,0,3,0,2,4,3,0,2,0,2,4,0,4,2,2,2,1,3,1,1,0,2,1,2,1,0,5,2,0,2,0,1,1,16,0,7,2,6,1,0,1,10,2,6,2,3,2,1,2,4,1,1,2,1,2,4,2,2,2,1,1,1,0,3,0,7,1,6,1,1,1,0,2,6,0,3,0,1,5,3,2,5,0,2,2,3,1,2,2,2,2,1,1,1,3,1,0,10,1,0,1,3,1,1,0,5,0,1,3,0,4,0,1,6,2,2,1,1,3,2,1,1,2,2,2,2,0,1,0,7,2,1,2,1,3,2,4,1,1,0,0,1,1,2,0,5,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1215
5,12,10,3,10,8,1,9,7,3,6,6,9,6,7,9,8,3,3,9,3,8,1,2,0,0,0,0,1,0,1,2,6,3,10,7,0,0,0,0,4,2,5,2,0,0,1,3,6,10,6,10,0,0,2,1,0,0,0,0,3,2,2,3,7,3,1,2,2,6,0,3,2,0,0,0,7,3,0,2,12,5,0,1,6,4,0,0,0,0,0,5,1,2,2,2,2,0,0,0,0,0,1,1,1,0,2,4,1,2,2,2,5,1,0,3,0,3,2,3,2,2,0,6,0,5,1,9,5,0,0,1,1,0,1,0,11,1,7,1,7,0,0,3,1,1,0,1,0,0,1,1,0,0,3,0,1,0,0,3,8,0,7,0,0,0,0,1,3,1,8,3,2,1,2,2,7,2,0,5,0,1,2,6,1,0,1,5,2,5,5,8,13,0,0,0,7,2,1,4,4,0,0,4,14,1,1,2,5,1,2,2,3,2,2,3,0,0,4,3,1,5,5,7,5,0,2,0,3,0,0,3,1,0,1,6,2,5,4,7,16,0,2,1,3,6,4,5,2,3,1,5,2,8,6,12,1488
7,8,6,8,7,5,1,8,6,2,9,5,6,7,5,15,5,6,1,7,1,4,0,2,0,1,0,0,0,0,0,1,4,0,6,8,0,0,0,0,2,2,6,0,0,1,2,1,12,4,5,16,0,0,0,1,0,0,0,1,1,2,1,9,7,0,0,0,8,6,0,0,0,0,0,0,7,0,0,2,4,5,1,0,5,21,0,1,0,0,0,3,0,2,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,9,1,1,1,0,1,0,6,1,0,2,3,0,2,3,11,3,0,2,0,2,0,0,0,8,0,7,1,6,1,1,0,2,0,0,0,0,1,0,0,1,1,1,2,1,0,1,1,9,0,6,0,0,1,1,3,5,0,13,1,0,1,0,2,4,1,1,1,0,1,0,2,0,1,0,3,3,3,3,18,10,0,0,0,5,0,0,2,6,0,0,2,15,0,3,8,6,0,1,1,0,3,0,0,1,1,1,3,4,3,3,12,6,0,1,2,1,0,1,3,0,0,1,1,2,5,5,16,17,2,1,8,1,4,4,13,1,3,1,16,6,12,15,24,1550
41,15,16,13,12,10,2,8,13,4,11,6,9,3,4,5,17,9,6,8,9,2,3,3,1,0,2,1,4,1,2,1,15,3,6,8,4,1,0,2,6,3,6,0,2,1,1,2,16,6,6,4,1,3,0,0,3,1,0,1,2,1,0,2,17,4,3,1,11,3,0,0,9,3,4,0,6,1,1,0,6,6,1,2,3,4,0,0,2,1,2,0,2,0,1,2,4,2,2,1,2,0,2,2,1,2,0,1,0,0,0,1,4,2,0,2,2,0,1,1,4,1,0,0,1,2,2,2,17,4,4,1,5,0,0,0,12,2,4,1,8,3,3,1,3,1,3,0,2,1,1,1,0,2,3,0,2,0,1,1,8,3,5,1,1,1,4,2,4,0,1,2,3,2,1,1,1,2,1,1,0,2,1,0,3,1,0,0,2,0,0,0,14,5,2,1,9,2,2,2,3,0,1,1,3,1,1,0,3,3,2,1,0,0,3,1,2,1,0,0,1,0,0,0,2,1,1,1,0,1,0,1,1,0,5,1,2,1,1,2,4,3,2,1,2,2,1,1,1,0,0,0,0,1,2,0,1167
